ID;Disciplina;Assunto;Assertiva;Gabarito;comentario;Assunto_Novo;Assunto_Corrigido
364;direiro previdenciário;Dos Dependentes (RGPS);A pensão mensal vitalícia dos seringueiros, no valor fixo de dois salários mínimos, é transferível aos dependentes reconhecidamente carentes, sendo irrelevante a idade mínima do beneficiário original para a sua concessão.;C;O material assevera que não se exige idade mínima para o recebimento de tal pensão (soldados da borracha) e que ela é transferível aos dependentes que também comprovarem o estado de carência.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
365;direiro previdenciário;Das Inscrições (RGPS);"Para comprovar a efetiva prestação de serviços como ""soldado da borracha"" na Amazônia, a justificação administrativa apoiada em prova exclusivamente testemunhal será admitida e suficiente para garantir a concessão da pensão.";E;A comprovação mediante justificação administrativa ou judicial só produzirá efeito quando baseada em INÍCIO DE PROVA MATERIAL, não sendo admitida, em nenhuma hipótese, a prova exclusivamente testemunhal.;Tópicos Mesclados / Outros (Previdenciário);Das Inscrições (RGPS)
366;direiro previdenciário;Pensões Especiais;A pensão especial dos seringueiros pode ser validamente acumulada com uma aposentadoria mantida pelo RGPS, garantindo-se ao beneficiário o recebimento integral e simultâneo de ambos os benefícios.;E;É expressamente VEDADA a percepção cumulativa desta pensão mensal vitalícia com qualquer outro benefício de prestação continuada mantido pelo RGPS ou RPPS, ressalvada a possibilidade de optar pelo mais vantajoso.;Tópicos Mesclados / Outros (Previdenciário);Pensões Especiais
367;direiro previdenciário;Dos Dependentes (RGPS);A pensão especial de ex-combatente corresponde ao valor da pensão militar deixada por segundo-tenente das Forças Armadas e, na hipótese de reversão, será dividida entre o conjunto dos dependentes habilitáveis em cotas-partes iguais.;C;Segundo a Lei nº 8.059/90, o valor equivale à pensão de 2º tenente e, em caso de falecimento do ex-combatente, o benefício é revertido e dividido em partes iguais entre os dependentes qualificados.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
368;direiro previdenciário;Dos Dependentes (RGPS);O direito à cota-parte da pensão de ex-combatente extingue-se com o casamento do dependente pensionista, ocorrendo a imediata transferência e reversão do valor da sua cota aos demais dependentes que continuam habilitados.;E;A ocorrência de extinção da cota-parte (seja por casamento, morte do pensionista, atingir 21 anos, etc.) NÃO acarreta a transferência (reversão) da referida cota aos demais dependentes que seguem recebendo o benefício.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
369;direiro previdenciário;Dos Dependentes (RGPS);A pensão especial devida aos dependentes das vítimas de hemodiálise de Caruaru possui valor mensal fixado em um salário mínimo e retroage à data do óbito, não sendo transmissível a sucessores em caso de morte do pensionista.;C;A pensão da tragédia de Caruaru equivale a 1 salário mínimo, retroage à data do óbito (observada a prescrição), não se transmite ao sucessor e extingue-se definitivamente com a morte do último beneficiário habilitado.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
370;direiro previdenciário;Dos Dependentes (RGPS);O pagamento da pensão especial às vítimas de hemodiálise de Caruaru será mantido integralmente pelo INSS, mesmo que os dependentes venham a receber indenização financeira paga pelos proprietários do Instituto de Doenças Renais.;E;O material informa expressamente que o pagamento da pensão especial será SUSPENSO no caso de verificação de pagamento de indenização aos dependentes das vítimas pelos proprietários da referida clínica.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
371;direiro previdenciário;Dos Dependentes (RGPS);A pensão vitalícia conferida às vítimas do acidente com Césio 137 é uma indenização especial e personalíssima, não sendo possível a sua transmissão ao cônjuge sobrevivente ou aos herdeiros após a morte do titular.;C;A Lei nº 9.425/96 estipula que o benefício para as vítimas do Césio 137 é de caráter estritamente personalíssimo e intransferível.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
372;direiro previdenciário;Pensões Especiais;Caso a União seja condenada judicialmente a pagar indenização por responsabilidade civil decorrente do acidente com Césio 137, os valores já recebidos a título da pensão especial serão somados ao montante da condenação sem qualquer desconto.;E;Havendo condenação judicial da União ao pagamento de indenização por responsabilidade civil, o montante da pensão instituída pelo Césio 137 será OBRIGATORIAMENTE DEDUZIDO do quantum da condenação.;Tópicos Mesclados / Outros (Previdenciário);Pensões Especiais
373;direiro previdenciário;Das Inscrições (RGPS);A reparação econômica em prestação única do anistiado político, equivalente a 30 salários mínimos por ano de punição, é devida àqueles que não puderem comprovar a existência de vínculos com atividade laboral na época da punição.;C;A prestação única destina-se exatamente aos anistiados que não possuíam vínculos laborais. Já a prestação mensal e continuada destina-se aos anistiados que comprovarem o vínculo profissional rompido.;Tópicos Mesclados / Outros (Previdenciário);Das Inscrições (RGPS)
374;direiro previdenciário;Dos Dependentes (RGPS);É lícita a cumulação da reparação econômica em prestação única com a reparação em prestação mensal, permanente e continuada, caso o anistiado político comprove possuir dependentes menores de idade.;E;A Lei nº 10.559/2002 estabelece que a reparação econômica em prestação única NÃO é acumulável, em nenhuma hipótese, com a reparação econômica em prestação mensal, permanente e continuada.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
375;direiro previdenciário;Das Inscrições (RGPS);O valor repassado a título de reparação econômica em prestação mensal do anistiado político é isento do Imposto de Renda e não poderá ser objeto de desconto de contribuição ao INSS.;C;O material destaca expressamente que os valores pagos por anistia não poderão ser objeto de contribuição ao INSS (nem a fundos de previdência) e são totalmente isentos da tributação do Imposto de Renda.;Tópicos Mesclados / Outros (Previdenciário);Das Inscrições (RGPS)
376;direiro previdenciário;Dos Dependentes (RGPS);A pensão especial devida às pessoas atingidas pela hanseníase e submetidas a isolamento compulsório até 31/12/1986 é personalíssima, mas poderá ser excepcionalmente transferida aos filhos do requerente caso comprovada a dependência econômica absoluta.;E;A pensão da hanseníase (Lei 11.520/07) é mensal, vitalícia, personalíssima e absolutamente INTRANSFERÍVEL, não sendo transmissível a dependentes e herdeiros em nenhuma hipótese.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
377;direiro previdenciário;Assistência Social (LOAS/BPC);A pensão especial destinada a crianças com Síndrome Congênita do Zika Vírus substituiu a previsão anterior de um BPC-LOAS temporário, passando a ser um benefício mensal, vitalício, intransferível e fixado no valor de um salário mínimo.;C;A Lei nº 13.985/2020 revogou a regra temporária de 3 anos e garantiu a pensão vitalícia de 1 salário mínimo, exigindo-se que a criança tenha nascido entre 2015 e 2019 e já seja beneficiária do BPC.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
378;direiro previdenciário;Salário-Maternidade;As mães de crianças com sequelas neurológicas da Síndrome Congênita do Zika Vírus nascidas até 31 de dezembro de 2019 possuem o direito de usufruir de uma licença-maternidade e de um salário-maternidade com duração ampliada para 180 dias.;C;A legislação trouxe essa proteção especial e estendida: nestes casos específicos, tanto a licença-maternidade (CLT) quanto o salário-maternidade (Lei 8.213) terão a duração excepcional de 180 dias.;Salário-Maternidade;Salário-Maternidade
379;direiro previdenciário;Pensão por Morte;A pensão especial do Zika Vírus confere ao titular o direito ao recebimento do abono anual (13º salário), bem como gera o direito à concessão de pensão por morte aos seus genitores em caso de falecimento da criança.;E;O material é taxativo ao afirmar que a pensão especial destinada a crianças com Síndrome Congênita do Zika Vírus NÃO DÁ DIREITO a abono anual, tampouco a pensão por morte aos sucessores.;Pensão por Morte;Pensão por Morte
380;direiro previdenciário;Segurado Especial (RGPS);O seguro-defeso encontra amparo constitucional na garantia de proteção ao trabalhador em situação de desemprego involuntário, sendo devido ao pescador artesanal no valor de um salário mínimo durante a paralisação da atividade.;C;A Constituição Federal (art. 201, III) prevê a proteção contra o desemprego involuntário, e a Lei nº 10.779/2003 garante o benefício no valor de 1 salário mínimo durante o período de defeso para a preservação das espécies [1, 2].;Segurado Especial (RGPS);Segurado Especial (RGPS)
381;direiro previdenciário;Segurado Especial (RGPS);O benefício do seguro-defeso pode ser transferido aos dependentes do pescador artesanal caso este venha a falecer durante o período de defeso da espécie.;E;A legislação prevê expressamente que o benefício do seguro-defeso possui caráter estritamente pessoal e intransferível, sendo cancelado na hipótese de morte do beneficiário [3, 4].;Segurado Especial (RGPS);Segurado Especial (RGPS)
382;direiro previdenciário;Segurado Especial (RGPS);Para fazer jus ao seguro-defeso, o pescador deve apresentar registro como pescador profissional, na categoria artesanal, emitido com antecedência mínima de 6 (seis) meses contados da data do requerimento do benefício.;E;A exigência legal é de que o registro no Registro Geral da Atividade Pesqueira (RGP) tenha sido emitido com antecedência mínima de 1 (um) ano, e não de 6 meses, contado da data do requerimento [5].;Segurado Especial (RGPS);Segurado Especial (RGPS)
383;direiro previdenciário;Segurado Especial (RGPS);Exige-se para a concessão do benefício que o pescador possua a condição de segurado especial, admitindo-se que ele exerça concomitantemente outra atividade rural em regime de economia familiar para complementar sua renda.;E;O material determina que o pescador deve possuir a condição de segurado especial UNICAMENTE na categoria de pescador profissional artesanal, não podendo ter outra fonte de renda diversa [5, 6].;Segurado Especial (RGPS);Segurado Especial (RGPS)
384;direiro previdenciário;Da Arrecadação e Recolhimento das Contribuições;Caso o pescador comercialize sua produção exclusivamente com pessoas físicas, ele estará dispensado de apresentar o comprovante de recolhimento da contribuição previdenciária para requerer o seguro-defeso.;E;Se a venda for feita a pessoa física (onde não há retenção por empresa), o pescador é OBRIGADO a apresentar o comprovante de recolhimento da contribuição previdenciária por conta própria [5].;Da Arrecadação e Recolhimento das Contribuições;Da Arrecadação e Recolhimento das Contribuições
385;direiro previdenciário;Auxílio-Acidente;A percepção do seguro-defeso é inacumulável com o gozo de benefícios de prestação continuada da Previdência Social, abrindo-se exceção legal expressa para o recebimento conjunto apenas com a pensão por morte e o auxílio-acidente.;C;O pescador não pode estar em gozo de benefícios previdenciários ou assistenciais, com exceção expressa e taxativa para a pensão por morte, auxílio-acidente e transferências de renda específicas de vulnerabilidade [7].;Auxílio-Acidente;Auxílio-Acidente
386;direiro previdenciário;Recursos das Decisões Administrativas;A competência para fixar os meses e a duração do período de defeso (época de reprodução), que impossibilita a pesca de espécies marinhas, fluviais ou lacustres, é do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA).;C;O IBAMA é o órgão responsável por fixar esse interstício de paralisação em que ocorre a reprodução dos peixes, impossibilitando o exercício da atividade pelo pescador [3].;Recursos das Decisões Administrativas;Recursos das Decisões Administrativas
387;direiro previdenciário;Segurado Especial (RGPS);Se no município de residência do pescador houver disponibilidade de alternativas de pesca de outras espécies não atingidas pelo período restritivo, o benefício do seguro-defeso não será devido.;C;A lei estabelece que o seguro não será pago quando houver disponibilidade de alternativas de pesca nos Municípios alcançados pelos períodos de defeso [6].;Segurado Especial (RGPS);Segurado Especial (RGPS)
388;direiro previdenciário;Segurado Especial (RGPS);Caso o pescador se dedique à captura de duas espécies distintas de peixes que possuam períodos de defeso em meses diferentes no mesmo ano, ele terá direito a receber um benefício de seguro-defeso para cada período.;E;O pescador profissional artesanal NÃO fará jus a mais de um benefício de seguro-desemprego (seguro-defeso) no mesmo ano, ainda que decorrente de defesos relativos a espécies distintas [6].;Segurado Especial (RGPS);Segurado Especial (RGPS)
389;direiro previdenciário;Segurado Especial (RGPS);O seguro-defeso é um benefício estendido automaticamente aos familiares do pescador profissional e aos trabalhadores que exercem atividades de apoio à pesca, devido à natureza protetiva do regime de economia familiar.;E;A concessão do benefício NÃO será extensível às atividades de apoio à pesca, nem aos familiares do pescador profissional que não satisfaçam individualmente os requisitos e as condições impostas pela lei [6].;Segurado Especial (RGPS);Segurado Especial (RGPS)
390;direiro previdenciário;Segurado Especial (RGPS);Compete exclusivamente ao Ministério da Pesca e Aquicultura a atribuição de receber e processar os requerimentos para fins de deferimento e habilitação do pescador ao seguro-defeso.;E;Cabe ao Instituto Nacional do Seguro Social (INSS) receber, processar os requerimentos e habilitar os beneficiários do seguro-defeso, verificando as contribuições e a condição de segurado [8].;Segurado Especial (RGPS);Segurado Especial (RGPS)
391;direiro previdenciário;Segurado Especial (RGPS);O INSS exigirá a comprovação de que o pescador se dedicou à pesca durante o período compreendido entre o defeso anterior e o em curso, ou nos últimos 24 (vinte e quatro) meses imediatamente anteriores, o que for menor.;E;O período exigido para a comprovação de dedicação à pesca é o compreendido entre o defeso anterior e o em curso, ou nos 12 (DOZE) meses imediatamente anteriores, e não 24 meses [7].;Segurado Especial (RGPS);Segurado Especial (RGPS)
392;direiro previdenciário;Segurado Especial (RGPS);No ato de habilitação, o INSS deverá verificar se o pescador artesanal efetuou o pagamento da contribuição previdenciária nos últimos 12 meses anteriores ao requerimento ou desde o último defeso, prevalecendo o período que for menor.;C;Esta é uma atribuição expressa do INSS no ato de concessão: checar os recolhimentos nos 12 meses anteriores ou no lapso desde o último período de defeso, o que for menor [8].;Segurado Especial (RGPS);Segurado Especial (RGPS)
393;direiro previdenciário;Das Inscrições (RGPS);O INSS possui a obrigação de divulgar mensalmente uma lista com todos os beneficiários que estão em gozo do seguro-defeso, detalhando nome, endereço, localidade e dados de inscrição no Registro Geral da Atividade Pesqueira (RGP).;C;Como medida de transparência, o normativo exige que o INSS publique essa lista mensal de beneficiários detalhando seus dados de localização e registro [8].;Filiação e Inscrição;Das Inscrições (RGPS)
394;direiro previdenciário;Saúde (SUS);O pescador profissional que fornecer ou se beneficiar de atestado falso para obter o seguro-defeso estará sujeito, na esfera administrativa, à suspensão de sua atividade e cancelamento do seu registro por até cinco anos.;E;A penalidade administrativa aplicável ao pescador profissional nesses casos de fraude/atestado falso é a suspensão de sua atividade com o cancelamento do registro por 2 (DOIS) ANOS, e não cinco [4, 8].;Saúde (SUS);Saúde (SUS)
395;direiro previdenciário;Crimes contra a Seguridade Social;Caso um servidor público beneficie-se ou forneça atestado falso para viabilizar a obtenção ilícita do seguro-defeso, ele estará sujeito à severa penalidade de demissão do cargo que ocupa.;C;O servidor público que atuar fornecendo ou beneficiando-se de atestado falso para o seguro-defeso está sujeito à pena administrativa máxima de demissão do cargo que ocupa [4, 8].;Tópicos Mesclados / Outros (Previdenciário);Tópicos Mesclados sobre Segurados (RGPS)
396;direiro previdenciário;Tópicos Mesclados sobre Segurados (RGPS);O início de qualquer atividade remunerada ou a percepção de outra renda diversa da atividade pesqueira durante a paralisação acarretará o imediato cancelamento do benefício de seguro-defeso.;C;A lei elenca o início de atividade remunerada e o início de percepção de outra renda como hipóteses que geram o cancelamento imediato do benefício pago ao pescador [4].;Tópicos Mesclados / Outros (Previdenciário);Tópicos Mesclados sobre Segurados (RGPS)
397;direiro previdenciário;Assistência Social (LOAS/BPC);É plenamente lícita a cumulação do seguro-defeso com o Benefício de Prestação Continuada da Assistência Social (BPC/LOAS), tendo em vista que ambos visam à proteção de populações em situação de vulnerabilidade.;E;A lei veda expressamente o pagamento para quem estiver em gozo do Benefício de Prestação Continuada (BPC/LOAS) da Assistência Social, não existindo essa possibilidade de cumulação [7].;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
398;direiro previdenciário;Segurado Especial (RGPS);O pescador que, mesmo recebendo o benefício protetivo, for flagrado desrespeitando o período de defeso (pescando a espécie no momento proibido) terá o seu seguro cancelado.;C;O desrespeito ao período de defeso (continuar a pescar no período proibido) é uma infração que gera como uma de suas consequências o cancelamento do benefício do seguro-defeso [4].;Segurado Especial (RGPS);Segurado Especial (RGPS)
399;direiro previdenciário;Segurado Especial (RGPS);O seguro-defeso é devido não apenas ao pescador artesanal, mas também ao pescador profissional industrial que atua como empregado em embarcações de médio e grande porte durante a paralisação das atividades.;E;O benefício assistencial temporário destina-se EXCLUSIVAMENTE ao pescador profissional que realiza as atividades de forma ARTESANAL, individualmente ou em economia familiar, não abrangendo a pesca industrial [3].;Segurado Especial (RGPS);Segurado Especial (RGPS)
400;direiro previdenciário;Assistência Social (LOAS/BPC);A assistência social rege-se pelo princípio da universalização dos direitos sociais e exige a comprovação vexatória de necessidade para garantir que os benefícios cheguem exclusivamente àqueles em extrema pobreza.;E;O art. 4º, III da LOAS garante o respeito à dignidade do cidadão e estabelece que é expressamente VEDADA qualquer comprovação vexatória de necessidade.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
401;direiro previdenciário;Assistência Social (LOAS/BPC);O Centro de Referência de Assistência Social (CRAS) é a unidade pública responsável pela oferta de serviços da proteção social especial, voltada para indivíduos e famílias em situação de risco pessoal e social decorrente de violação de direitos.;E;O CRAS é responsável precipuamente pela proteção social BÁSICA (prevenção). A proteção social especial (voltada para situações onde já há violação de direitos) é ofertada no âmbito do CREAS.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
402;direiro previdenciário;Assistência Social (LOAS/BPC);Compete aos Estados e à União, de forma solidária e conjunta, efetuar o pagamento dos benefícios eventuais de auxílio-natalidade e auxílio-funeral no âmbito do Sistema Único de Assistência Social (SUAS).;E;De acordo com os artigos 14 e 15 da LOAS, a competência para efetuar o pagamento direto dos auxílios natalidade e funeral pertence aos Municípios e ao Distrito Federal (embora Estados e União possam cofinanciar).;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
403;direiro previdenciário;Assistência Social (LOAS/BPC);O Conselho Nacional de Assistência Social (CNAS) possui composição paritária, formado por 18 membros representantes do governo e da sociedade civil, com mandato de dois anos, sendo permitida apenas uma única recondução por igual período.;C;Exatamente. O CNAS possui 18 membros (9 do governo e 9 da sociedade civil), eleitos para mandato de 2 anos, com direito a apenas uma única recondução legal.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
404;direiro previdenciário;Tópicos Mesclados sobre Segurados (RGPS);A Constituição Federal estabelece que é dever obrigatório dos Municípios a vinculação de até 0,5% de sua receita tributária líquida a programas de apoio à inclusão e promoção social.;E;Trata-se de uma faculdade (e não dever), que a Constituição Federal (art. 204) concede APENAS aos Estados e ao Distrito Federal, não existindo essa previsão para os Municípios.;Tópicos Mesclados / Outros (Previdenciário);Tópicos Mesclados sobre Segurados (RGPS)
405;direiro previdenciário;Assistência Social (LOAS/BPC);Segundo entendimento firmado pelo Supremo Tribunal Federal, o fato de um indivíduo idoso necessitado ser estrangeiro residente no Brasil não lhe tira o direito ao recebimento do Benefício de Prestação Continuada (BPC-LOAS).;C;O STF (Tema 173) pacificou a tese de que os estrangeiros residentes no País são beneficiários da assistência social e têm direito ao BPC, desde que atendidos os requisitos constitucionais e legais de miserabilidade.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
406;direiro previdenciário;Assistência Social (LOAS/BPC);Apesar de o Estatuto do Idoso considerar como pessoa idosa aquela com 60 anos ou mais de idade, a Lei Orgânica da Assistência Social fixou a exigência de idade mínima de 65 anos para a concessão do BPC ao idoso.;C;As legislações possuem fins e idades diferentes. Para obter o benefício assistencial (BPC-LOAS) pelo critério de idade, a lei exige especificamente 65 anos ou mais, para ambos os sexos.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
407;direiro previdenciário;Assistência Social (LOAS/BPC);Para fins de concessão do BPC, considera-se pessoa com deficiência aquela que tem impedimento de longo prazo (com duração mínima de dois anos), o qual não se confunde necessariamente com situação de incapacidade laborativa genérica.;C;A Súmula 48 da TNU e o art. 20, §10 da LOAS estipulam que a deficiência exige o impedimento com duração mínima de 2 anos a ser aferido concretamente, não se resumindo à mera incapacidade para o trabalho.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
408;direiro previdenciário;Assistência Social (LOAS/BPC);A legislação estipula que a renda familiar mensal per capita exigida para o recebimento do BPC será sempre fixa em 1/2 salário mínimo para os casos que envolvam dependência de terceiros ou gastos médicos não fornecidos pelo SUS.;E;A regra geral fixa o critério em 1/4 do salário mínimo. O que a lei (art. 20-B) estabelece é que o limite PODERÁ SER AMPLIADO para até 1/2 salário mínimo na análise do caso concreto, não sendo uma regra de adoção imediata e fixa.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
409;direiro previdenciário;Assistência Social (LOAS/BPC);Integram o conceito de grupo familiar para o cálculo da renda per capita do BPC o requerente, o cônjuge, os pais, bem como os irmãos solteiros e filhos solteiros que vivam sob o mesmo teto, não havendo exigência de limite de idade para estes últimos.;C;Conforme o § 1º do art. 20 da LOAS, não há limitação de idade para filhos, enteados e irmãos solteiros integrarem o núcleo familiar do requerente, bastando que residam sob o mesmo teto.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
410;direiro previdenciário;Assistência Social (LOAS/BPC);O benefício de aposentadoria no valor de até um salário mínimo recebido por um idoso com mais de 65 anos integrará a renda familiar per capita caso o seu cônjuge, também idoso, venha a requerer a concessão do BPC-LOAS.;E;A LOAS (§14 do art. 20) garante que o benefício previdenciário ou assistencial de ATÉ 01 salário mínimo pago a idoso (65+) ou a pessoa com deficiência NÃO entrará no cálculo da renda para a concessão de um BPC a outro membro da família.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
411;direiro previdenciário;Assistência Social (LOAS/BPC);O desenvolvimento das capacidades cognitivas e motoras ou a realização de atividades não remuneradas de habilitação e reabilitação não constituem motivos legais para a suspensão ou cessação do BPC da pessoa com deficiência.;C;O §3º do art. 21 da Lei nº 8.742/93 garante expressamente que o avanço no desenvolvimento dessas capacidades ou a participação em reabilitação não remunerada não prejudicam o recebimento do benefício do deficiente.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
412;direiro previdenciário;Assistência Social (LOAS/BPC);O idoso ou a pessoa com deficiência perderá o direito de receber o Benefício de Prestação Continuada caso venha a ser acolhido e internado em instituição de longa permanência (asilos) ou hospitais.;E;O art. 20, §5º da LOAS assegura expressamente que a condição de acolhimento em instituições de longa permanência, hospitais ou abrigos NÃO prejudica o direito do idoso ou da pessoa com deficiência de continuar recebendo o BPC.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
413;direiro previdenciário;Assistência Social (LOAS/BPC);É permitida de forma excepcional a acumulação do BPC-LOAS com os benefícios da assistência médica, com a pensão especial de natureza indenizatória e com os programas de transferência de renda governamentais para famílias em situação de pobreza.;C;A regra geral é a inacumulabilidade do BPC com benefícios previdenciários, entretanto, o art. 20, §4º traz como exceções lícitas a assistência médica, as pensões indenizatórias (ex: Talidomida) e programas de repasse de renda (ex: Bolsa Família).;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
414;direiro previdenciário;Assistência Social (LOAS/BPC);A contratação da pessoa com deficiência na condição de aprendiz acarretará a suspensão imediata do seu BPC-LOAS, visto que o benefício não pode conviver com qualquer espécie de remuneração da atividade laborativa.;E;A lei estabelece uma exceção para o deficiente contratado como aprendiz: ele poderá receber o BPC e a remuneração de aprendizagem concomitantemente de forma lícita pelo prazo limite de até 2 (dois) anos. Só após esse prazo o BPC será suspenso.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
415;direiro previdenciário;Assistência Social (LOAS/BPC);Terá direito à concessão do auxílio-inclusão a pessoa com deficiência moderada ou grave que já receba o BPC-LOAS e passe a exercer atividade formal como segurado obrigatório com remuneração limitada a até 2 salários mínimos.;C;Esses são os exatos requisitos legais exigidos pela Lei nº 14.176/2021 para incentivar a entrada da pessoa com deficiência no mercado de trabalho sem que fique desamparada.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
416;direiro previdenciário;Assistência Social (LOAS/BPC);O valor mensal do auxílio-inclusão será correspondente a um salário mínimo integral, e ele substituirá de forma irrevogável o pagamento do Benefício de Prestação Continuada (BPC-LOAS).;E;O valor do auxílio-inclusão corresponde a APENAS 50% do BPC (ou seja, 1/2 salário mínimo). Além disso, não é irrevogável, pois se o trabalhador perder o emprego, o BPC é restabelecido automaticamente sem necessidade de nova perícia.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
417;direiro previdenciário;Tópicos Mesclados sobre Segurados (RGPS);O pagamento do auxílio-inclusão não poderá ser acumulado pelo beneficiário com seguro-desemprego, nem com pensões ou aposentadorias de qualquer regime de previdência social.;C;A legislação dispõe que a cumulação do auxílio-inclusão com aposentadorias, pensões, benefícios por incapacidade, seguro-desemprego ou com o próprio BPC-LOAS é expressamente vedada.;Tópicos Mesclados / Outros (Previdenciário);Tópicos Mesclados sobre Segurados (RGPS)
418;direiro previdenciário;Assistência Social (LOAS/BPC);O valor recebido a título de auxílio-inclusão por um membro da família será obrigatoriamente computado no cálculo da renda mensal per capita para analisar a concessão de um novo BPC para outra pessoa que viva sob o mesmo teto.;E;A lei garante que tanto o valor do auxílio-inclusão quanto a remuneração de até 2 salários mínimos recebida por ele NÃO serão considerados no cálculo da renda familiar per capita para fins de concessão de BPC a outra pessoa do grupo.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
419;direiro previdenciário;Assistência Social (LOAS/BPC);O BPC-LOAS deve ser revisto pelo órgão público a cada 02 (dois) anos para avaliação da continuidade das condições que lhe deram origem, utilizando-se prioritariamente do cruzamento de dados oficiais, incluindo o CadÚnico e informações de emprego e renda.;C;A LOAS estipula o prazo bienal (2 anos) para a revisão da manutenção do BPC, cujo foco repousa primordialmente no cruzamento de bancos de dados para aferir se os requisitos de renda familiar e vulnerabilidade persistem.;Assistência Social (LOAS/BPC);Assistência Social (LOAS/BPC)
420;direiro previdenciário;Do Cálculo do Valor do Benefício;A contagem recíproca de tempo de contribuição permite o cômputo do tempo de serviço militar nas atividades das Forças Armadas para fins de aposentadoria no Regime Geral de Previdência Social, cabendo a compensação financeira entre as receitas referentes aos militares e aos demais regimes.;C;A regra foi incluída na CF pelo art. 201, § 9º-A, permitindo a contagem recíproca do tempo de serviço militar para fins de aposentadoria nos outros regimes, mediante a respectiva compensação financeira.;Do Cálculo do Valor do Benefício;Do Cálculo do Valor do Benefício
421;direiro previdenciário;Da Arrecadação e Recolhimento das Contribuições;É permitida a contagem de tempo de serviço público simultâneo com o de atividade privada para o mesmo regime de previdência social, desde que haja o recolhimento das respectivas contribuições previdenciárias para ambos os vínculos.;E;A legislação (art. 96 da Lei 8.213/91) veda expressamente a contagem de tempo de serviço público com o de atividade privada quando as atividades forem exercidas de forma concomitante.;Da Arrecadação e Recolhimento das Contribuições;Da Arrecadação e Recolhimento das Contribuições
422;direiro previdenciário;Dos Dependentes (RGPS);O tempo de contribuição anterior à obrigatoriedade de filiação à Previdência Social poderá ser contado mediante indenização, incidindo juros moratórios e multa sobre as contribuições em atraso independentemente da data da ocorrência do fato gerador.;E;Conforme jurisprudência do STF/STJ e o Decreto 3.048/99, a incidência de juros moratórios e multa sobre a indenização de contribuições em atraso só é exigível para fatos geradores ocorridos a partir de 14 de outubro de 1996.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
423;direiro previdenciário;Da Arrecadação e Recolhimento das Contribuições;É vedada a emissão de Certidão de Tempo de Contribuição (CTC) com o registro exclusivo de tempo de serviço sem a comprovação da contribuição efetiva, salvo no caso do empregado, trabalhador avulso, empregado doméstico e determinadas categorias com presunção de recolhimento.;C;Exatamente. A vedação não se aplica aos segurados que possuem presunção legal de recolhimento, abrangendo empregados, avulsos, domésticos e contribuintes individuais prestadores de serviço a PJ a partir de abril/2003.;Da Arrecadação e Recolhimento das Contribuições;Da Arrecadação e Recolhimento das Contribuições
424;direiro previdenciário;Da Contagem Recíproca de Tempo de Serviço;Um servidor público da União ainda em atividade poderá solicitar e obter a emissão de Certidão de Tempo de Contribuição (CTC) referente ao seu tempo atual no RPPS federal para averbar e utilizar esse período na concessão de um benefício no RGPS.;E;O material assevera expressamente que a CTC somente poderá ser emitida por Regime Próprio de Previdência Social para EX-SERVIDOR. Como ele ainda está em atividade e pertence ao RPPS, não pode obter a CTC.;Da Contagem Recíproca de Tempo de Serviço;Da Contagem Recíproca de Tempo de Serviço
